step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,604,221,111,39,35,0,0.5980,0.2188,0.1099,0.0386,0.0347,1.6931
2000,1205,446,220,77,58,0,0.6007,0.2223,0.1097,0.0384,0.0289,1.6725
3000,1383,455,162,37,11,0,0.6753,0.2222,0.0791,0.0181,0.0054,1.4561
4000,1582,368,89,7,0,1,0.7732,0.1799,0.0435,0.0034,0.0000,1.2771
5000,1215,281,76,7,4,308,0.7675,0.1775,0.0480,0.0044,0.0025,1.2969
6000,891,194,91,11,5,522,0.7475,0.1628,0.0763,0.0092,0.0042,1.3599
7000,618,130,112,18,17,679,0.6905,0.1453,0.1251,0.0201,0.0190,1.5318
8000,410,110,124,31,36,740,0.5767,0.1547,0.1744,0.0436,0.0506,1.8368
9000,165,86,152,54,43,858,0.3300,0.1720,0.3040,0.1080,0.0860,2.4480
10000,47,67,141,82,70,817,0.1155,0.1646,0.3464,0.2015,0.1720,3.1499
11000,11,73,169,131,107,662,0.0224,0.1487,0.3442,0.2668,0.2179,3.5092
12000,19,113,194,183,148,595,0.0289,0.1720,0.2953,0.2785,0.2253,3.4992
13000,9,144,229,220,194,592,0.0113,0.1809,0.2877,0.2764,0.2437,3.5603
14000,30,154,236,258,227,626,0.0331,0.1702,0.2608,0.2851,0.2508,3.5503
15000,33,107,241,322,261,686,0.0342,0.1110,0.2500,0.3340,0.2707,3.6961
16000,15,78,211,338,287,706,0.0161,0.0840,0.2271,0.3638,0.3089,3.8654
17000,6,65,202,355,318,655,0.0063,0.0687,0.2135,0.3753,0.3362,3.9662
18000,7,50,183,382,344,587,0.0072,0.0518,0.1894,0.3954,0.3561,4.0414
19000,2,50,186,432,393,537,0.0019,0.0470,0.1750,0.4064,0.3697,4.0950
20000,3,48,200,471,450,522,0.0026,0.0410,0.1706,0.4019,0.3840,4.1237
21000,4,37,202,506,511,499,0.0032,0.0294,0.1603,0.4016,0.4056,4.1770
22000,6,41,190,487,545,482,0.0047,0.0323,0.1497,0.3838,0.4295,4.2009
23000,0,25,175,508,604,434,0.0000,0.0191,0.1334,0.3872,0.4604,4.2889
24000,0,23,177,552,676,385,0.0000,0.0161,0.1239,0.3866,0.4734,4.3172
25000,2,18,149,604,743,359,0.0013,0.0119,0.0983,0.3984,0.4901,4.3641
26000,3,8,124,624,793,363,0.0019,0.0052,0.0799,0.4021,0.5110,4.4149
27000,1,3,135,595,876,302,0.0006,0.0019,0.0839,0.3696,0.5441,4.4547
28000,1,1,98,596,937,284,0.0006,0.0006,0.0600,0.3650,0.5738,4.5107
29000,0,2,96,596,1005,254,0.0000,0.0012,0.0565,0.3508,0.5915,4.5327
30000,0,1,84,590,1059,209,0.0000,0.0006,0.0484,0.3403,0.6107,4.5611
31000,0,4,81,589,1141,167,0.0000,0.0022,0.0446,0.3245,0.6287,4.5796
32000,3,7,71,563,1214,131,0.0016,0.0038,0.0382,0.3030,0.6534,4.6028
33000,0,5,61,575,1281,91,0.0000,0.0026,0.0317,0.2992,0.6665,4.6296
34000,0,6,58,555,1321,79,0.0000,0.0031,0.0299,0.2861,0.6809,4.6448
35000,0,7,60,558,1351,52,0.0000,0.0035,0.0304,0.2824,0.6837,4.6463
36000,0,9,66,550,1370,37,0.0000,0.0045,0.0331,0.2757,0.6867,4.6446
37000,0,10,65,571,1387,9,0.0000,0.0049,0.0320,0.2809,0.6822,4.6404
38000,0,17,90,637,1298,0,0.0000,0.0083,0.0441,0.3119,0.6357,4.5749
39000,1,24,118,655,1246,0,0.0005,0.0117,0.0577,0.3205,0.6096,4.5269
40000,3,36,136,700,1169,1,0.0015,0.0176,0.0665,0.3425,0.5719,4.4658
41000,4,52,149,714,1122,0,0.0020,0.0255,0.0730,0.3498,0.5497,4.4199
42000,6,64,171,741,1061,0,0.0029,0.0313,0.0837,0.3627,0.5193,4.3642
43000,8,79,219,742,997,0,0.0039,0.0386,0.1071,0.3628,0.4875,4.2914
44000,11,107,249,760,916,1,0.0054,0.0524,0.1219,0.3720,0.4484,4.2056
45000,15,131,297,775,828,0,0.0073,0.0640,0.1452,0.3788,0.4047,4.1095
46000,21,155,328,826,716,0,0.0103,0.0758,0.1603,0.4037,0.3500,4.0073
47000,28,177,375,814,652,0,0.0137,0.0865,0.1833,0.3978,0.3187,3.9213
48000,40,201,402,830,569,1,0.0196,0.0984,0.1969,0.4065,0.2786,3.8262
49000,47,238,446,817,497,0,0.0230,0.1164,0.2181,0.3995,0.2430,3.7232
50000,60,269,493,797,428,0,0.0293,0.1314,0.2408,0.3894,0.2091,3.6175
51000,81,316,531,743,376,0,0.0396,0.1544,0.2594,0.3630,0.1837,3.4968
52000,104,366,563,683,331,1,0.0508,0.1788,0.2750,0.3337,0.1617,3.3766
53000,86,294,530,686,349,75,0.0442,0.1512,0.2725,0.3527,0.1794,3.4720
54000,78,272,518,704,382,65,0.0399,0.1392,0.2651,0.3603,0.1955,3.5322
55000,73,239,488,738,404,76,0.0376,0.1231,0.2513,0.3800,0.2080,3.5978
56000,76,229,479,696,436,94,0.0397,0.1195,0.2500,0.3633,0.2276,3.6195
57000,51,188,468,691,445,148,0.0277,0.1020,0.2539,0.3749,0.2415,3.7005
58000,41,144,405,699,456,212,0.0235,0.0825,0.2321,0.4006,0.2613,3.7937
59000,37,130,368,708,494,215,0.0213,0.0748,0.2119,0.4076,0.2844,3.8590
60000,24,99,308,695,522,283,0.0146,0.0601,0.1869,0.4217,0.3167,3.9660
61000,21,73,260,705,570,298,0.0129,0.0448,0.1596,0.4328,0.3499,4.0620
62000,21,57,234,713,609,296,0.0129,0.0349,0.1432,0.4364,0.3727,4.1212
63000,15,50,210,726,646,275,0.0091,0.0304,0.1275,0.4408,0.3922,4.1767
64000,5,43,163,729,671,309,0.0031,0.0267,0.1012,0.4525,0.4165,4.2526
65000,1,40,138,797,740,241,0.0006,0.0233,0.0804,0.4645,0.4312,4.3024
66000,1,39,118,773,769,262,0.0006,0.0229,0.0694,0.4547,0.4524,4.3353
67000,5,26,115,777,798,252,0.0029,0.0151,0.0668,0.4515,0.4637,4.3579
68000,2,24,104,747,818,251,0.0012,0.0142,0.0614,0.4407,0.4826,4.3894
69000,2,11,113,745,876,227,0.0011,0.0063,0.0647,0.4264,0.5014,4.4207
70000,3,12,98,726,937,195,0.0017,0.0068,0.0552,0.4088,0.5276,4.4538
71000,3,10,84,730,1002,153,0.0016,0.0055,0.0459,0.3991,0.5478,4.4861
72000,3,10,85,717,1034,143,0.0016,0.0054,0.0460,0.3878,0.5592,4.4976
73000,2,7,67,731,1111,87,0.0010,0.0036,0.0349,0.3811,0.5792,4.5339
74000,2,5,66,755,1151,46,0.0010,0.0025,0.0334,0.3815,0.5816,4.5402
75000,1,5,77,758,1191,13,0.0005,0.0025,0.0379,0.3730,0.5861,4.5418
76000,6,7,98,802,1124,8,0.0029,0.0034,0.0481,0.3937,0.5518,4.4880
77000,9,12,101,774,1089,48,0.0045,0.0060,0.0509,0.3899,0.5486,4.4720
78000,10,11,100,789,1072,49,0.0050,0.0055,0.0505,0.3981,0.5409,4.4642
79000,13,13,105,822,1063,17,0.0064,0.0064,0.0521,0.4077,0.5273,4.4430
80000,13,15,112,839,1048,13,0.0064,0.0074,0.0553,0.4139,0.5170,4.4277
81000,16,20,143,848,1011,6,0.0079,0.0098,0.0702,0.4161,0.4961,4.3827
82000,19,27,152,867,964,11,0.0094,0.0133,0.0749,0.4273,0.4751,4.3455
