step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,614,204,86,39,29,16,0.6317,0.2099,0.0885,0.0401,0.0298,1.6265
2000,1103,397,161,76,46,85,0.6186,0.2227,0.0903,0.0426,0.0258,1.6343
3000,774,397,164,85,50,443,0.5265,0.2701,0.1116,0.0578,0.0340,1.8027
4000,443,303,163,89,54,686,0.4211,0.2880,0.1549,0.0846,0.0513,2.0570
5000,182,204,155,92,54,833,0.2649,0.2969,0.2256,0.1339,0.0786,2.4643
6000,62,147,154,115,67,858,0.1138,0.2697,0.2826,0.2110,0.1229,2.9596
7000,22,98,169,129,86,845,0.0437,0.1944,0.3353,0.2560,0.1706,3.3155
8000,32,65,179,160,112,767,0.0584,0.1186,0.3266,0.2920,0.2044,3.4653
9000,16,75,228,188,154,700,0.0242,0.1135,0.3449,0.2844,0.2330,3.5885
10000,8,93,229,255,176,674,0.0105,0.1222,0.3009,0.3351,0.2313,3.6544
11000,12,91,251,296,230,647,0.0136,0.1034,0.2852,0.3364,0.2614,3.7284
12000,8,80,251,338,262,676,0.0085,0.0852,0.2673,0.3600,0.2790,3.8158
13000,8,42,237,382,300,640,0.0083,0.0433,0.2446,0.3942,0.3096,3.9536
14000,19,31,250,407,324,628,0.0184,0.0301,0.2425,0.3948,0.3143,3.9564
15000,6,31,263,414,353,575,0.0056,0.0291,0.2465,0.3880,0.3308,4.0094
16000,4,26,279,459,385,568,0.0035,0.0225,0.2420,0.3981,0.3339,4.0364
17000,8,30,232,486,418,555,0.0068,0.0256,0.1976,0.4140,0.3560,4.0869
18000,7,22,225,517,451,529,0.0057,0.0180,0.1841,0.4231,0.3691,4.1318
19000,0,11,224,552,493,501,0.0000,0.0086,0.1750,0.4313,0.3852,4.1930
20000,0,5,208,550,540,483,0.0000,0.0038,0.1596,0.4221,0.4144,4.2471
21000,2,1,195,563,609,471,0.0015,0.0007,0.1423,0.4109,0.4445,4.2964
22000,2,3,193,577,648,436,0.0014,0.0021,0.1356,0.4055,0.4554,4.3113
23000,0,1,166,600,695,424,0.0000,0.0007,0.1135,0.4104,0.4754,4.3605
24000,0,1,153,583,737,399,0.0000,0.0007,0.1038,0.3955,0.5000,4.3948
25000,0,3,132,582,791,382,0.0000,0.0020,0.0875,0.3859,0.5245,4.4330
26000,0,11,99,579,826,378,0.0000,0.0073,0.0653,0.3822,0.5452,4.4653
27000,1,7,83,559,910,336,0.0006,0.0045,0.0532,0.3583,0.5833,4.5192
28000,3,6,56,593,948,311,0.0019,0.0037,0.0349,0.3692,0.5903,4.5423
29000,4,4,68,622,992,258,0.0024,0.0024,0.0402,0.3680,0.5870,4.5349
30000,4,8,52,619,1045,235,0.0023,0.0046,0.0301,0.3582,0.6047,4.5584
31000,4,7,49,628,1092,196,0.0022,0.0039,0.0275,0.3528,0.6135,4.5713
32000,5,11,47,602,1131,199,0.0028,0.0061,0.0262,0.3352,0.6297,4.5830
33000,1,10,51,585,1138,193,0.0006,0.0056,0.0286,0.3277,0.6375,4.5961
34000,1,3,47,604,1177,143,0.0005,0.0016,0.0257,0.3297,0.6425,4.6119
35000,5,3,38,604,1238,114,0.0026,0.0016,0.0201,0.3199,0.6557,4.6245
36000,1,3,41,604,1289,83,0.0005,0.0015,0.0212,0.3117,0.6651,4.6393
37000,1,3,43,600,1313,62,0.0005,0.0015,0.0219,0.3061,0.6699,4.6434
38000,1,4,46,580,1361,38,0.0005,0.0020,0.0231,0.2912,0.6832,4.6546
