step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,542,260,123,39,46,0,0.5366,0.2574,0.1218,0.0386,0.0455,1.7990
2000,1059,511,260,95,83,0,0.5274,0.2545,0.1295,0.0473,0.0413,1.8207
3000,1216,521,229,52,30,0,0.5938,0.2544,0.1118,0.0254,0.0146,1.6128
4000,1400,459,167,15,5,1,0.6843,0.2243,0.0816,0.0073,0.0024,1.4194
5000,1008,381,166,16,2,310,0.6408,0.2422,0.1055,0.0102,0.0013,1.4889
6000,775,299,158,28,5,481,0.6126,0.2364,0.1249,0.0221,0.0040,1.5684
7000,611,243,164,53,8,560,0.5663,0.2252,0.1520,0.0491,0.0074,1.7062
8000,461,198,175,92,21,583,0.4868,0.2091,0.1848,0.0971,0.0222,1.9588
9000,313,186,189,138,43,621,0.3602,0.2140,0.2175,0.1588,0.0495,2.3234
10000,164,182,217,213,66,690,0.1948,0.2162,0.2577,0.2530,0.0784,2.8040
11000,63,117,192,233,91,811,0.0905,0.1681,0.2759,0.3348,0.1307,3.2471
12000,32,85,175,257,120,825,0.0478,0.1271,0.2616,0.3842,0.1794,3.5202
13000,12,65,160,297,154,767,0.0174,0.0945,0.2326,0.4317,0.2238,3.7500
14000,32,78,180,317,185,654,0.0404,0.0985,0.2273,0.4003,0.2336,3.6881
15000,28,61,195,363,223,646,0.0322,0.0701,0.2241,0.4172,0.2563,3.7954
16000,11,41,191,404,263,616,0.0121,0.0451,0.2099,0.4440,0.2890,3.9527
17000,23,43,208,432,303,619,0.0228,0.0426,0.2061,0.4281,0.3003,3.9405
18000,10,55,211,466,340,567,0.0092,0.0508,0.1950,0.4307,0.3142,3.9898
19000,6,42,208,498,358,573,0.0054,0.0378,0.1871,0.4478,0.3219,4.0432
20000,7,19,235,529,398,505,0.0059,0.0160,0.1978,0.4453,0.3350,4.0875
21000,6,25,245,554,423,493,0.0048,0.0200,0.1955,0.4421,0.3376,4.0878
22000,2,22,221,600,482,474,0.0015,0.0166,0.1665,0.4521,0.3632,4.1590
23000,1,27,185,629,520,482,0.0007,0.0198,0.1358,0.4618,0.3818,4.2041
24000,4,16,165,654,553,440,0.0029,0.0115,0.1185,0.4698,0.3973,4.2471
25000,6,10,158,681,599,398,0.0041,0.0069,0.1087,0.4684,0.4120,4.2772
26000,0,9,134,686,635,390,0.0000,0.0061,0.0915,0.4686,0.4337,4.3299
27000,0,2,128,740,706,328,0.0000,0.0013,0.0812,0.4695,0.4480,4.3642
28000,3,5,110,758,732,318,0.0019,0.0031,0.0684,0.4714,0.4552,4.3750
29000,1,11,101,701,778,326,0.0006,0.0069,0.0634,0.4403,0.4887,4.4095
30000,2,4,85,693,852,297,0.0012,0.0024,0.0520,0.4236,0.5208,4.4603
31000,1,1,73,675,911,286,0.0006,0.0006,0.0439,0.4064,0.5485,4.5015
32000,0,3,62,675,967,239,0.0000,0.0018,0.0363,0.3954,0.5665,4.5267
33000,0,4,57,702,1042,170,0.0000,0.0022,0.0316,0.3889,0.5773,4.5413
34000,0,3,54,753,1099,94,0.0000,0.0016,0.0283,0.3944,0.5757,4.5443
35000,0,4,66,718,1118,104,0.0000,0.0021,0.0346,0.3767,0.5866,4.5477
36000,0,5,70,738,1146,60,0.0000,0.0026,0.0357,0.3767,0.5850,4.5442
37000,1,2,64,727,1205,36,0.0005,0.0010,0.0320,0.3637,0.6028,4.5673
38000,1,2,76,734,1211,12,0.0005,0.0010,0.0375,0.3626,0.5983,4.5573
39000,2,5,81,769,1186,0,0.0010,0.0024,0.0396,0.3764,0.5805,4.5330
40000,3,10,98,814,1118,1,0.0015,0.0049,0.0480,0.3984,0.5472,4.4851
41000,5,19,117,844,1062,0,0.0024,0.0093,0.0572,0.4123,0.5188,4.4358
42000,11,25,135,865,1007,0,0.0054,0.0122,0.0661,0.4234,0.4929,4.3862
