step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,484,226,143,52,53,22,0.5052,0.2359,0.1493,0.0543,0.0553,1.9186
2000,934,412,221,78,68,116,0.5452,0.2405,0.1290,0.0455,0.0397,1.7939
3000,725,379,208,77,74,473,0.4956,0.2591,0.1422,0.0526,0.0506,1.9036
4000,384,263,188,77,81,762,0.3867,0.2649,0.1893,0.0775,0.0816,2.2024
5000,136,168,177,76,85,890,0.2118,0.2617,0.2757,0.1184,0.1324,2.6978
6000,35,88,175,96,93,785,0.0719,0.1807,0.3593,0.1971,0.1910,3.2546
7000,45,42,197,152,124,712,0.0804,0.0750,0.3518,0.2714,0.2214,3.4786
8000,32,54,231,202,138,677,0.0487,0.0822,0.3516,0.3075,0.2100,3.5479
9000,16,102,270,260,160,658,0.0198,0.1262,0.3342,0.3218,0.1980,3.5520
10000,32,149,292,303,195,658,0.0330,0.1535,0.3007,0.3120,0.2008,3.4943
11000,24,127,293,325,203,735,0.0247,0.1307,0.3014,0.3344,0.2088,3.5720
12000,10,64,269,338,216,742,0.0111,0.0713,0.2999,0.3768,0.2408,3.7648
13000,4,48,216,362,236,731,0.0046,0.0554,0.2494,0.4180,0.2725,3.8984
14000,8,25,208,434,289,618,0.0083,0.0259,0.2158,0.4502,0.2998,4.0073
15000,8,12,210,485,343,588,0.0076,0.0113,0.1985,0.4584,0.3242,4.0803
16000,4,19,220,514,391,561,0.0035,0.0166,0.1916,0.4477,0.3406,4.1054
17000,0,12,184,526,433,569,0.0000,0.0104,0.1593,0.4554,0.3749,4.1948
18000,5,18,141,564,478,552,0.0041,0.0149,0.1169,0.4677,0.3964,4.2371
19000,6,13,119,600,508,509,0.0048,0.0104,0.0955,0.4815,0.4077,4.2769
20000,3,14,128,601,559,460,0.0023,0.0107,0.0981,0.4605,0.4284,4.3019
21000,3,12,135,654,622,399,0.0021,0.0084,0.0947,0.4586,0.4362,4.3184
22000,1,9,157,670,673,371,0.0007,0.0060,0.1040,0.4437,0.4457,4.3278
23000,2,9,129,633,698,415,0.0014,0.0061,0.0877,0.4303,0.4745,4.3705
24000,0,11,112,627,720,406,0.0000,0.0075,0.0762,0.4265,0.4898,4.3986
25000,1,8,106,647,756,357,0.0007,0.0053,0.0698,0.4262,0.4980,4.4157
26000,2,4,103,673,810,312,0.0013,0.0025,0.0647,0.4227,0.5088,4.4353
27000,1,4,94,697,873,264,0.0006,0.0024,0.0563,0.4176,0.5231,4.4602
28000,1,1,95,706,911,249,0.0006,0.0006,0.0554,0.4119,0.5315,4.4732
29000,1,4,66,714,927,236,0.0006,0.0023,0.0386,0.4171,0.5415,4.4965
30000,1,1,67,662,947,266,0.0006,0.0006,0.0399,0.3945,0.5644,4.5215
31000,1,1,57,659,1003,236,0.0006,0.0006,0.0331,0.3829,0.5828,4.5468
32000,2,0,57,642,1076,205,0.0011,0.0000,0.0321,0.3613,0.6055,4.5701
33000,2,6,50,636,1111,187,0.0011,0.0033,0.0277,0.3524,0.6155,4.5778
34000,3,2,53,627,1169,134,0.0016,0.0011,0.0286,0.3382,0.6305,4.5949
35000,2,9,53,608,1227,114,0.0011,0.0047,0.0279,0.3202,0.6461,4.6056
36000,6,12,65,625,1254,68,0.0031,0.0061,0.0331,0.3186,0.6391,4.5846
37000,6,12,56,671,1280,14,0.0030,0.0059,0.0277,0.3314,0.6321,4.5837
38000,7,18,60,692,1252,13,0.0034,0.0089,0.0296,0.3411,0.6171,4.5594
39000,9,24,76,727,1206,1,0.0044,0.0118,0.0372,0.3560,0.5906,4.5167
40000,11,33,110,754,1136,1,0.0054,0.0161,0.0538,0.3689,0.5558,4.4535
41000,13,44,138,774,1063,9,0.0064,0.0217,0.0679,0.3809,0.5231,4.3927
42000,15,54,157,810,1009,1,0.0073,0.0264,0.0768,0.3961,0.4934,4.3418
43000,20,58,187,832,947,1,0.0098,0.0284,0.0915,0.4070,0.4633,4.2857
44000,25,71,220,850,866,9,0.0123,0.0349,0.1083,0.4183,0.4262,4.2111
45000,30,76,188,847,854,37,0.0150,0.0381,0.0942,0.4246,0.4281,4.2125
46000,34,65,189,854,863,33,0.0170,0.0324,0.0943,0.4259,0.4304,4.2204
47000,21,37,180,860,869,54,0.0107,0.0188,0.0915,0.4372,0.4418,4.2806
