step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,288,299,288,0,0.4906,75,99,0,0,288
2000,a,261,236,261,0,0.5252,85,83,0,0,549
3000,a,276,219,276,0,0.5576,89,69,0,0,825
4000,a,258,260,258,0,0.4981,98,96,0,0,1083
5000,a,248,243,248,0,0.5051,95,81,0,0,1331
6000,a,249,254,249,0,0.4950,87,95,0,0,1580
7000,a,262,227,262,0,0.5358,86,74,0,0,1842
8000,a,241,262,241,0,0.4791,74,92,0,0,2083
9000,a,268,243,268,0,0.5245,103,85,0,0,2351
10000,a,233,254,233,0,0.4784,73,89,0,0,2584
11000,a,253,260,253,0,0.4932,78,110,0,0,2837
12000,a,248,241,248,0,0.5072,85,81,0,0,3085
13000,a,239,271,239,0,0.4686,94,92,0,0,3324
14000,a,248,247,248,0,0.5010,89,87,0,0,3572
15000,a,254,256,254,0,0.4980,101,95,0,0,3826
16000,a,226,256,226,0,0.4689,72,88,0,0,4052
17000,a,259,241,259,0,0.5180,91,69,0,0,4311
18000,a,252,255,252,0,0.4970,93,81,0,0,4563
19000,a,239,260,239,0,0.4790,87,85,0,0,4802
20000,a,239,258,239,0,0.4809,73,93,0,0,5041
21000,a,279,225,279,0,0.5536,97,77,0,0,5320
22000,a,250,249,250,0,0.5010,75,97,0,0,5570
23000,a,252,253,252,0,0.4990,102,80,0,0,5822
24000,a,241,250,241,0,0.4908,79,85,0,0,6063
25000,a,257,251,257,0,0.5059,95,85,0,0,6320
26000,a,246,237,246,0,0.5093,72,74,0,0,6566
27000,a,235,265,235,0,0.4700,65,81,0,0,6801
28000,a,227,286,227,0,0.4425,78,94,0,0,7028
29000,a,249,251,249,0,0.4980,86,86,0,0,7277
30000,a,245,263,245,0,0.4823,86,102,0,0,7522
31000,a,256,244,256,0,0.5120,85,103,0,0,7778
32000,a,249,236,249,0,0.5134,80,78,0,0,8027
33000,a,263,237,263,0,0.5260,79,79,0,0,8290
