step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,463,169,463,0,0.7326,212,67,448,0,463
2000,a,436,41,436,0,0.9140,245,28,844,0,899
3000,a,338,28,338,0,0.9235,92,7,1088,0,1237
4000,a,318,20,318,0,0.9408,39,1,1141,0,1555
5000,a,324,13,324,0,0.9614,31,0,1148,0,1879
6000,a,330,14,330,0,0.9593,32,3,1162,0,2209
7000,a,327,20,327,0,0.9424,47,0,1171,0,2536
8000,a,314,17,314,0,0.9486,33,4,1157,0,2850
9000,a,317,25,317,0,0.9269,33,3,1159,0,3167
10000,a,330,16,330,0,0.9538,37,2,1178,0,3497
11000,a,327,15,327,0,0.9561,43,0,1185,0,3824
12000,a,328,17,328,0,0.9507,37,4,1205,0,4152
13000,a,318,18,318,0,0.9464,30,5,1201,0,4470
14000,a,325,22,325,0,0.9366,28,4,1223,0,4795
15000,a,313,20,313,0,0.9399,32,4,1198,0,5108
16000,a,327,11,327,0,0.9675,34,2,1201,0,5435
17000,a,318,22,318,0,0.9353,36,2,1197,0,5753
18000,a,324,20,324,0,0.9419,38,2,1207,0,6077
19000,a,326,11,326,0,0.9674,37,0,1210,0,6403
20000,a,321,11,321,0,0.9669,39,1,1192,0,6724
21000,a,324,19,324,0,0.9446,38,1,1203,0,7048
22000,a,322,15,322,0,0.9555,33,0,1205,0,7370
23000,a,322,19,322,0,0.9443,33,4,1205,0,7692
24000,a,320,17,320,0,0.9496,28,1,1207,0,8012
25000,a,325,21,325,0,0.9393,28,4,1221,0,8337
26000,a,320,19,320,0,0.9440,37,4,1210,0,8657
27000,a,327,18,327,0,0.9478,39,0,1229,0,8984
28000,a,315,20,315,0,0.9403,29,1,1223,0,9299
29000,a,321,14,321,0,0.9582,29,0,1215,0,9620
30000,a,324,17,324,0,0.9501,36,1,1213,0,9944
31000,b,605,21,0,21,0.9665,321,14,733,19,9965
32000,b,489,33,0,33,0.9368,374,28,470,52,9998
33000,b,404,77,0,77,0.8399,334,54,291,122,10075
34000,b,282,182,0,182,0.6078,217,117,197,297,10257
35000,b,207,276,0,276,0.4286,146,172,141,557,10533
36000,b,136,303,0,303,0.3098,70,172,117,815,10836
37000,b,114,281,0,281,0.2886,42,87,95,1003,11117
38000,b,71,288,0,288,0.1978,13,39,76,1095,11405
