step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,478,162,478,0,0.7469,240,52,466,0,478
2000,a,419,49,419,0,0.8953,237,29,847,0,897
3000,a,332,36,332,0,0.9022,99,8,1074,0,1229
4000,a,326,12,326,0,0.9645,37,0,1146,0,1555
5000,a,323,19,323,0,0.9444,36,6,1148,0,1878
6000,a,315,25,315,0,0.9265,32,2,1151,0,2193
7000,a,333,9,333,0,0.9737,34,2,1166,0,2526
8000,a,323,25,323,0,0.9282,44,1,1176,0,2849
9000,a,319,16,319,0,0.9522,32,2,1176,0,3168
10000,a,327,16,327,0,0.9534,31,0,1192,0,3495
11000,a,316,17,316,0,0.9489,36,1,1168,0,3811
12000,a,325,14,325,0,0.9587,33,0,1175,0,4136
13000,a,325,17,325,0,0.9503,37,3,1177,0,4461
14000,a,324,18,324,0,0.9474,40,0,1185,0,4785
15000,a,320,22,320,0,0.9357,37,2,1190,0,5105
16000,a,332,17,332,0,0.9513,41,4,1214,0,5437
17000,a,317,20,317,0,0.9407,34,2,1214,0,5754
18000,a,319,17,319,0,0.9494,35,5,1201,0,6073
19000,a,324,16,324,0,0.9529,38,0,1207,0,6397
20000,a,319,16,319,0,0.9522,33,2,1199,0,6716
21000,a,326,13,326,0,0.9617,37,4,1197,0,7042
22000,a,332,16,332,0,0.9540,43,1,1222,0,7374
23000,a,315,18,315,0,0.9459,41,1,1205,0,7689
24000,a,321,12,321,0,0.9640,32,3,1199,0,8010
25000,a,329,17,329,0,0.9509,31,3,1221,0,8339
26000,a,326,18,326,0,0.9477,44,1,1224,0,8665
27000,a,315,14,315,0,0.9574,32,1,1209,0,8980
28000,a,331,19,331,0,0.9457,46,4,1223,0,9311
29000,a,314,23,314,0,0.9318,32,3,1226,0,9625
30000,a,320,19,320,0,0.9440,39,1,1219,0,9945
31000,a,317,20,317,0,0.9407,31,1,1218,0,10262
32000,a,322,20,322,0,0.9415,40,4,1212,0,10584
33000,a,316,15,316,0,0.9547,32,3,1199,0,10900
34000,a,323,16,323,0,0.9528,28,1,1206,0,11223
35000,a,326,19,326,0,0.9449,38,4,1209,0,11549
36000,a,313,23,313,0,0.9315,34,3,1199,0,11862
37000,a,320,21,320,0,0.9384,30,2,1206,0,12182
38000,a,322,15,322,0,0.9555,33,1,1200,0,12504
39000,a,325,16,325,0,0.9531,32,2,1207,0,12829
40000,a,322,17,322,0,0.9499,31,0,1210,0,13151
41000,a,315,21,315,0,0.9375,31,1,1196,0,13466
42000,a,327,12,327,0,0.9646,35,0,1198,0,13793
43000,a,322,18,322,0,0.9471,38,3,1194,0,14115
44000,a,321,23,321,0,0.9331,33,2,1209,0,14436
45000,a,324,16,324,0,0.9529,43,2,1203,0,14760
46000,a,314,24,314,0,0.9290,29,3,1206,0,15074
47000,a,312,26,312,0,0.9231,38,3,1185,0,15386
48000,a,320,20,320,0,0.9412,29,3,1194,0,15706
49000,a,327,18,327,0,0.9478,40,4,1199,0,16033
50000,a,325,17,325,0,0.9503,47,2,1203,0,16358
51000,a,318,16,318,0,0.9521,32,0,1206,0,16676
52000,a,322,22,322,0,0.9360,34,3,1211,0,16998
53000,a,320,24,320,0,0.9302,36,2,1218,0,17318
54000,a,324,15,324,0,0.9558,34,0,1224,0,17642
55000,a,322,18,322,0,0.9471,40,1,1219,0,17964
56000,a,317,13,317,0,0.9606,31,0,1206,0,18281
57000,a,323,22,323,0,0.9362,29,2,1219,0,18604
58000,a,327,12,327,0,0.9646,45,2,1208,0,18931
59000,a,324,12,324,0,0.9643,42,1,1208,0,19255
60000,a,316,19,316,0,0.9433,32,3,1202,0,19571
61000,a,320,15,320,0,0.9552,38,1,1188,0,19891
62000,a,312,28,312,0,0.9176,33,3,1183,0,20203
63000,a,327,16,327,0,0.9534,37,1,1194,0,20530
64000,a,329,17,329,0,0.9509,41,2,1210,0,20859
65000,a,317,21,317,0,0.9379,39,4,1203,0,21176
